Census year,Construction year,Number of floors (above ground),Predominant space use,x,y,Latitude,longitude
2017,,1,House/Townhouse,144.9795,-37.8361,-37.83610396,144.9795189
2017,,3,Residential Apartment,144.9447,-37.7941,-37.79407934,144.9446848
2017,,3,Residential Apartment,144.9481,-37.8017,-37.80168686,144.9480806
2017,,1,House/Townhouse,144.9263,-37.7946,-37.79461954,144.9263195
2017,,1,House/Townhouse,144.9715,-37.8003,-37.80027234,144.9714941
2017,,2,House/Townhouse,144.9465,-37.8066,-37.80659075,144.9465426
2017,,2,House/Townhouse,144.972,-37.7956,-37.79557349,144.9720292
2017,,2,House/Townhouse,144.9343,-37.7955,-37.79552228,144.9342606
2017,,2,House/Townhouse,144.9478,-37.7945,-37.79448068,144.947817
2017,,1,House/Townhouse,144.9435,-37.7951,-37.79509612,144.943515
2017,1950,1,Unoccupied - Unused,144.9371,-37.7958,-37.79576444,144.9371437
2017,1877,3,House/Townhouse,144.9726,-37.7979,-37.79789279,144.9726287
2017,1990,1,House/Townhouse,144.9278,-37.7888,-37.78878009,144.9277511
2017,2008,2,Educational/Research,144.9615,-37.8019,-37.80193969,144.9614592
2017,1860,2,House/Townhouse,144.9683,-37.8045,-37.80451019,144.9682531
2017,1990,2,House/Townhouse,144.9247,-37.7915,-37.79151016,144.9247097
2017,,1,House/Townhouse,144.9462,-37.797,-37.7970094,144.9462457
2017,,4,Residential Apartment,144.9445,-37.7999,-37.79987022,144.9444523
2017,2010,3,House/Townhouse,144.941,-37.7925,-37.79254352,144.940968
2017,,1,House/Townhouse,144.9471,-37.7961,-37.79607239,144.947105
2017,,2,House/Townhouse,144.9643,-37.8052,-37.80521578,144.9643332
2017,,1,Transport,144.9292,-37.8095,-37.80945595,144.9292396
2017,2014,30,Residential Apartment,144.9719,-37.8159,-37.81587457,144.9719344
2017,,1,House/Townhouse,144.9238,-37.7932,-37.79315878,144.9237897
2017,2000,2,House/Townhouse,144.9185,-37.7961,-37.7961076,144.9184631
2017,,2,House/Townhouse,144.9855,-37.8123,-37.8123454,144.9854919
2017,1865,2,House/Townhouse,144.9502,-37.8085,-37.80849174,144.9501973
2017,,2,House/Townhouse,144.9496,-37.7959,-37.7959333,144.9496231
2017,1983,2,Residential Apartment,144.9591,-37.7803,-37.78031534,144.9591345
2017,1901,1,House/Townhouse,144.9721,-37.8005,-37.80054404,144.9721127
2017,1855,3,Entertainment/Recreation - Indoor,144.9558,-37.8139,-37.8138677,144.9557717
2017,1920,2,House/Townhouse,144.9578,-37.7929,-37.79290422,144.9578442
2017,,1,House/Townhouse,144.9267,-37.7935,-37.79350133,144.9267095
2017,2010,3,House/Townhouse,144.9408,-37.7937,-37.79369829,144.940812
2017,,2,House/Townhouse,144.9854,-37.8343,-37.83429146,144.9853708
2017,,2,House/Townhouse,144.9826,-37.8351,-37.83511016,144.9826209
2017,,3,Residential Apartment,144.9868,-37.8099,-37.80993542,144.9867758
2017,1862,2,Entertainment/Recreation - Indoor,144.9519,-37.7846,-37.78462231,144.9519423
2017,,2,House/Townhouse,144.9222,-37.7909,-37.79086016,144.9222443
2017,,1,House/Townhouse,144.945,-37.7967,-37.79669103,144.9450442
2017,1996,2,House/Townhouse,144.9238,-37.7892,-37.789161,144.9237894
2017,1986,2,Residential Apartment,144.984,-37.8341,-37.83410623,144.9839751
2017,1920,2,Entertainment/Recreation - Indoor,144.9624,-37.8138,-37.81379757,144.9623869
2017,2012,3,House/Townhouse,144.937,-37.8225,-37.82251956,144.9370216
2017,,2,House/Townhouse,144.9748,-37.7962,-37.79618713,144.9748403
2017,,2,House/Townhouse,144.9198,-37.7928,-37.79280232,144.919753
2017,2001,22,Residential Apartment,144.9412,-37.8146,-37.8146047,144.9412287
2017,,2,House/Townhouse,144.9575,-37.7862,-37.7862211,144.9574906
2017,,1,House/Townhouse,144.9721,-37.796,-37.79596544,144.9721473
2017,,1,House/Townhouse,144.9693,-37.7986,-37.79864384,144.9692726
2017,,2,House/Townhouse,144.989,-37.8181,-37.81807497,144.9890435
2017,2010,3,House/Townhouse,144.9411,-37.7935,-37.79350593,144.9411286
2017,,1,House/Townhouse,144.9457,-37.8062,-37.80624628,144.9457093
2017,1965,2,Retail - Shop,144.9414,-37.795,-37.79502324,144.9414036
2017,,2,House/Townhouse,144.9198,-37.7926,-37.79255277,144.9198008
2017,1870,2,Retail - Shop,144.949,-37.804,-37.80396432,144.949033
2017,,3,Residential Apartment,144.9829,-37.81,-37.80997166,144.9828637
2017,1992,3,Educational/Research,144.9425,-37.7902,-37.79016075,144.9424705
2017,2000,2,House/Townhouse,144.9211,-37.7974,-37.79744329,144.9211456
2017,,2,House/Townhouse,144.9697,-37.7964,-37.79644238,144.9696986
2017,1991,2,House/Townhouse,144.9253,-37.7897,-37.78967864,144.9252976
2017,,1,House/Townhouse,144.9897,-37.8114,-37.8114455,144.9897476
2017,2001,3,Entertainment/Recreation - Indoor,144.9477,-37.7853,-37.78534929,144.9476846
2017,1987,26,Office,144.9566,-37.8143,-37.81427998,144.9566335
2017,,1,House/Townhouse,144.9706,-37.7988,-37.79881295,144.9706331
2017,2003,8,Student Accommodation,144.9654,-37.8062,-37.80616681,144.9654308
2017,,1,House/Townhouse,144.947,-37.8052,-37.8051884,144.9470417
2017,1950,5,Hospital/Clinic,144.9543,-37.7997,-37.7997296,144.9543188
2017,,1,House/Townhouse,144.9433,-37.792,-37.79201896,144.9433346
2017,1900,1,House/Townhouse,144.928,-37.7903,-37.79028727,144.928042
2017,,2,House/Townhouse,144.9741,-37.7992,-37.79921184,144.974065
2017,,2,House/Townhouse,144.9233,-37.7949,-37.79485564,144.9232976
2017,,1,House/Townhouse,144.9659,-37.8018,-37.80176807,144.9659468
2017,1900,1,House/Townhouse,144.9299,-37.7888,-37.78878952,144.9298789
2017,2006,2,House/Townhouse,144.9409,-37.777,-37.77699159,144.9409319
2017,1900,2,Entertainment/Recreation - Indoor,144.9725,-37.811,-37.81099162,144.9724648
2017,2006,2,House/Townhouse,144.9414,-37.7769,-37.77687627,144.941433
2017,1891,2,House/Townhouse,144.9472,-37.7949,-37.7949399,144.9471509
2017,,2,House/Townhouse,144.9858,-37.8294,-37.82938212,144.985764
2017,,1,House/Townhouse,144.9294,-37.798,-37.79797708,144.9294139
2017,1960,1,Office,144.9441,-37.8035,-37.80347085,144.9441297
2017,2002,2,House/Townhouse,144.9215,-37.796,-37.79600844,144.921495
2017,,1,House/Townhouse,144.9447,-37.8085,-37.80852634,144.9446589
2017,1920,1,House/Townhouse,144.9316,-37.7892,-37.78923563,144.9316388
2017,,2,House/Townhouse,144.9898,-37.8107,-37.81072957,144.9898489
2017,2006,2,House/Townhouse,144.9452,-37.803,-37.80304718,144.9451656
2017,1900,2,House/Townhouse,144.9839,-37.8102,-37.81020832,144.9838883
2017,,1,House/Townhouse,144.9688,-37.7963,-37.79630395,144.9687752
2017,2000,2,House/Townhouse,144.9226,-37.7965,-37.79653173,144.922572
2017,,2,House/Townhouse,144.942,-37.7778,-37.77776879,144.9419643
2017,,1,House/Townhouse,144.9479,-37.797,-37.79701571,144.9479327
2017,1940,1,Retail - Shop,144.9473,-37.7943,-37.79431587,144.9473064
2017,2006,2,House/Townhouse,144.9418,-37.7796,-37.77960024,144.9417616
2017,,1,House/Townhouse,144.9289,-37.7974,-37.79740422,144.9289076
2017,1910,3,House/Townhouse,144.96,-37.8114,-37.81143342,144.9599534
2017,,2,House/Townhouse,144.9186,-37.7954,-37.79543139,144.9185691
2017,,1,House/Townhouse,144.9878,-37.8146,-37.81460151,144.9878043
2017,2000,4,Commercial Accommodation,144.9219,-37.7888,-37.78875992,144.9218536
2017,,2,Storage,144.9018,-37.8293,-37.82926186,144.9018017
2017,1870,1,House/Townhouse,144.973,-37.793,-37.79299798,144.9729553
2017,1930,1,Unoccupied - Unused,144.9502,-37.8016,-37.80161791,144.9501595
2017,,4,Residential Apartment,144.985,-37.8154,-37.81537974,144.9849578
2017,,1,House/Townhouse,144.9458,-37.8063,-37.80628638,144.9458348
2017,1975,12,Unoccupied - Unused,144.9562,-37.8165,-37.81652803,144.9561818
2017,1920,2,Office,144.9289,-37.7945,-37.79452023,144.9289371
2017,1930,2,Entertainment/Recreation - Indoor,144.9599,-37.8044,-37.80440558,144.9599256
2017,,2,House/Townhouse,144.968,-37.8006,-37.80061165,144.9680234
2017,,1,House/Townhouse,144.9497,-37.8058,-37.8057828,144.9496901
2017,,2,House/Townhouse,144.9643,-37.8053,-37.80534831,144.9643097
2017,,1,House/Townhouse,144.9303,-37.7952,-37.79524727,144.930339
2017,1900,2,House/Townhouse,144.932,-37.7927,-37.79269812,144.9320187
2017,,2,House/Townhouse,144.9179,-37.794,-37.79400301,144.9178762
2017,,2,House/Townhouse,144.9281,-37.7944,-37.79440189,144.9281137
2017,,2,House/Townhouse,144.9199,-37.7924,-37.79242383,144.9199196
2017,,1,House/Townhouse,144.9215,-37.7945,-37.79447135,144.9214531
2017,,2,House/Townhouse,144.9189,-37.7934,-37.79335918,144.9188791
2017,,2,House/Townhouse,144.9658,-37.7954,-37.79537798,144.9658023
2017,1887,2,Office,144.9613,-37.813,-37.81302035,144.961298
2017,1918,5,Commercial Accommodation,144.9556,-37.8206,-37.82058439,144.9556348
2017,1910,1,Storage,144.9524,-37.8075,-37.80754248,144.952371
2017,,1,House/Townhouse,144.9296,-37.7975,-37.79749476,144.9296462
2017,1920,1,House/Townhouse,144.9251,-37.7918,-37.79178527,144.9250699
2017,,1,Storage,144.9318,-37.807,-37.80703814,144.9317569
2017,,2,House/Townhouse,144.9187,-37.7947,-37.79470826,144.9186942
2017,1993,31,Office,144.9663,-37.8207,-37.82071819,144.9663043
2017,,1,House/Townhouse,144.9833,-37.8357,-37.8356966,144.9832999
2017,,1,House/Townhouse,144.9497,-37.8012,-37.80123246,144.9496806
2017,1910,2,Retail - Shop,144.9605,-37.8076,-37.80764693,144.9605381
2017,1940,2,Workshop/Studio,144.9398,-37.7968,-37.79678604,144.9397901
2017,,2,House/Townhouse,144.9219,-37.7958,-37.79579899,144.9218581
2017,,2,House/Townhouse,144.9341,-37.7955,-37.79550269,144.934092
2017,,2,House/Townhouse,144.9865,-37.8105,-37.81046283,144.9865321
2017,,2,House/Townhouse,144.9442,-37.7972,-37.79723005,144.9442082
2017,,1,Unoccupied - Unused,144.941,-37.8003,-37.80029883,144.9410467
2017,1960,1,Workshop/Studio,144.9518,-37.7992,-37.79916534,144.9518087
2017,1900,2,House/Townhouse,144.9288,-37.7902,-37.79021567,144.9287626
2017,,2,House/Townhouse,144.9545,-37.7964,-37.79642698,144.9545103
2017,1978,12,Office,144.96,-37.8145,-37.81451892,144.9599838
2017,,2,House/Townhouse,144.9479,-37.7945,-37.79451942,144.947864
2017,2003,3,House/Townhouse,144.9166,-37.7934,-37.79336697,144.9166473
2017,,1,House/Townhouse,144.9441,-37.7951,-37.79514646,144.9440896
2017,,3,House/Townhouse,144.919,-37.7937,-37.7936793,144.9189618
2017,1854,2,Retail - Shop,144.9616,-37.8092,-37.80924229,144.9615816
2017,1996,2,House/Townhouse,144.9258,-37.7909,-37.79088108,144.9257969
2017,,2,House/Townhouse,144.99,-37.8141,-37.81410763,144.9900126
2017,1980,3,Residential Apartment,144.966,-37.7997,-37.79968146,144.9660252
2017,,2,House/Townhouse,144.9893,-37.8137,-37.81367984,144.9892987
2017,2005,2,House/Townhouse,144.9428,-37.8025,-37.80246439,144.9428147
2017,1996,1,House/Townhouse,144.9336,-37.7926,-37.79257573,144.9336391
2017,1915,3,Institutional Accommodation,144.969,-37.8113,-37.81126905,144.9689885
2017,,1,House/Townhouse,144.9732,-37.7933,-37.79334358,144.9731685
2017,1996,2,House/Townhouse,144.9397,-37.7953,-37.79532243,144.9397299
2017,,1,House/Townhouse,144.9564,-37.7962,-37.79617075,144.9563592
2017,1882,2,Entertainment/Recreation - Indoor,144.9691,-37.8116,-37.81156148,144.9691027
2017,1960,1,Storage,144.9391,-37.7894,-37.78942537,144.9391163
2017,,1,House/Townhouse,144.9277,-37.7986,-37.79863899,144.9276859
2017,,1,Community Use,144.9794,-37.8326,-37.83260516,144.9793599
2017,1871,2,Office,144.9667,-37.8113,-37.81125451,144.9666786
2017,1965,1,Retail - Shop,144.9904,-37.813,-37.81303809,144.9903968
2017,,2,Unoccupied - Unused,144.9576,-37.8049,-37.8048684,144.957604
2017,1970,4,Unoccupied - Unused,144.9756,-37.8353,-37.83532672,144.9756313
2017,,1,House/Townhouse,144.9471,-37.8066,-37.80655297,144.9470775
2017,1999,4,Student Accommodation,144.9687,-37.7927,-37.79273201,144.9686644
2017,,1,House/Townhouse,144.9572,-37.7952,-37.79518789,144.9571514
2017,,1,House/Townhouse,144.9482,-37.7972,-37.79721287,144.9481722
2017,1925,4,Office,144.9595,-37.8151,-37.81506553,144.9594641
2017,1870,2,Residential Apartment,144.9743,-37.7992,-37.79917313,144.9743322
2017,,4,Residential Apartment,144.9876,-37.8319,-37.83192071,144.9875589
2017,1870,1,House/Townhouse,144.9551,-37.7962,-37.7962214,144.9550703
2017,1901,2,House/Townhouse,144.9543,-37.8064,-37.80639475,144.9543178
2017,1970,2,Residential Apartment,144.952,-37.8044,-37.80443768,144.951952
2017,1940,3,Residential Apartment,144.9575,-37.7883,-37.78826452,144.9574559
2017,1910,1,House/Townhouse,144.9404,-37.7905,-37.79050767,144.9404131
2017,,2,House/Townhouse,144.99,-37.8153,-37.81525047,144.9900377
2017,1900,1,House/Townhouse,144.9293,-37.7912,-37.79121818,144.9293174
2017,1978,1,Retail - Shop,144.9411,-37.789,-37.78900043,144.9410617
2017,2006,2,House/Townhouse,144.9417,-37.7765,-37.77648029,144.9416642
2017,,2,House/Townhouse,144.9185,-37.795,-37.7950054,144.9184612
2017,,1,House/Townhouse,144.968,-37.7966,-37.79658215,144.9679622
2017,1873,2,Entertainment/Recreation - Indoor,144.9555,-37.813,-37.81299,144.9555036
2017,,1,House/Townhouse,144.9312,-37.7977,-37.7977023,144.9311868
2017,,1,House/Townhouse,144.9444,-37.7951,-37.79514194,144.9444294
2017,,2,House/Townhouse,144.9852,-37.8121,-37.81214481,144.9852102
2017,1884,2,Residential Apartment,144.9557,-37.7953,-37.79525068,144.9556721
2017,,2,House/Townhouse,144.9882,-37.8162,-37.81615163,144.9882225
2017,,1,House/Townhouse,144.9877,-37.8148,-37.81481863,144.9877252
2017,,6,Office,144.9612,-37.7969,-37.79688289,144.9611833
2017,,2,House/Townhouse,144.9562,-37.7941,-37.79407161,144.9562217
2017,,2,House/Townhouse,144.9904,-37.8115,-37.8114518,144.9904059
2017,,3,Commercial Accommodation,144.9876,-37.8129,-37.81290387,144.9875783
2017,1866,1,"Performances, Conferences, Ceremonies",144.9692,-37.8144,-37.81435862,144.9692387
2017,,1,House/Townhouse,144.9477,-37.7952,-37.79516882,144.947713
2017,1980,2,Residential Apartment,144.9695,-37.7964,-37.79642579,144.9695439
2017,,7,Commercial Accommodation,144.9796,-37.8168,-37.81676232,144.9795705
2017,,1,House/Townhouse,144.946,-37.7959,-37.79592642,144.9460096
2017,1940,1,Workshop/Studio,144.943,-37.8039,-37.80392939,144.9429998
2017,1892,2,Residential Apartment,144.9519,-37.8052,-37.80518474,144.9519156
2017,,2,House/Townhouse,144.9181,-37.7934,-37.79341569,144.9181163
2017,2002,2,House/Townhouse,144.9462,-37.8031,-37.8031234,144.9462156
2017,1998,2,Residential Apartment,144.9227,-37.7967,-37.79674351,144.922695
2017,,2,House/Townhouse,144.9891,-37.8153,-37.81533933,144.9890667
2017,2000,2,House/Townhouse,144.9212,-37.7971,-37.79714811,144.9211815
2017,,1,House/Townhouse,144.9464,-37.8045,-37.80446616,144.9464066
2017,2006,2,House/Townhouse,144.9408,-37.7773,-37.77726313,144.9408233
2017,2003,3,House/Townhouse,144.9866,-37.8099,-37.80991953,144.9865806
2017,,1,House/Townhouse,144.989,-37.8118,-37.81175531,144.98904
2017,1930,4,Residential Apartment,144.9627,-37.8039,-37.80393016,144.9626536
2017,1990,2,Storage,144.9188,-37.8223,-37.8222836,144.918804
2017,1991,4,Office,144.9691,-37.8035,-37.80345952,144.9691024
2017,,1,House/Townhouse,144.9724,-37.7945,-37.79454767,144.9724107
2017,,1,House/Townhouse,144.9812,-37.8357,-37.83568579,144.9812151
2017,,1,House/Townhouse,144.9574,-37.7965,-37.7965056,144.9574147
2017,1997,2,Office,144.9394,-37.7909,-37.79085014,144.9393614
2017,2008,3,Residential Apartment,144.9766,-37.8171,-37.81711988,144.976568
2017,,2,House/Townhouse,144.9805,-37.8362,-37.83622498,144.9805011
2017,1886,1,House/Townhouse,144.9345,-37.7907,-37.79068728,144.9344723
2017,,1,House/Townhouse,144.9872,-37.8147,-37.81468032,144.9872191
2017,1978,3,Commercial Accommodation,144.951,-37.8101,-37.81010386,144.9510276
2017,,2,House/Townhouse,144.9204,-37.7943,-37.79432751,144.9204463
2017,1900,1,House/Townhouse,144.9316,-37.7924,-37.79239081,144.9315941
2017,,1,House/Townhouse,144.9806,-37.8357,-37.83569411,144.9805972
2017,1920,1,Equipment Installation,144.939,-37.7904,-37.7904345,144.9389676
2017,1960,3,Office,144.9667,-37.8279,-37.82792117,144.9667192
2017,,1,House/Townhouse,144.9416,-37.7863,-37.78631971,144.941625
2017,1960,4,Unoccupied - Under Construction,144.9528,-37.8079,-37.80791231,144.9528154
2017,2007,4,Residential Apartment,144.9682,-37.7985,-37.79845553,144.9681973
2017,,1,Community Use,144.976,-37.814,-37.81400001,144.9759643
2017,1870,1,House/Townhouse,144.9491,-37.8062,-37.80618762,144.9491178
2017,1910,2,Equipment Installation,144.9686,-37.809,-37.80898888,144.9685831
2017,1983,3,Parking - Commercial Covered,144.9629,-37.8149,-37.8149247,144.9629215
2017,1900,2,Unoccupied - Unused,144.9712,-37.8114,-37.81138368,144.9712096
2017,,1,House/Townhouse,144.9432,-37.7954,-37.79540573,144.9431723
2017,1910,1,House/Townhouse,144.9322,-37.7892,-37.78924159,144.9322102
2017,,4,Office,144.98,-37.8182,-37.81822591,144.979993
2017,1900,2,House/Townhouse,144.9316,-37.7897,-37.78966953,144.9315541
2017,,2,House/Townhouse,144.9485,-37.8069,-37.806853,144.948469
2017,1936,2,Unoccupied - Unused,144.9688,-37.8089,-37.80893103,144.9688278
2017,1920,3,Entertainment/Recreation - Indoor,144.9656,-37.8148,-37.81483564,144.9656017
2017,1958,11,Office,144.9608,-37.8169,-37.81686967,144.9608021
2017,1895,1,House/Townhouse,144.9317,-37.7938,-37.79376281,144.9317439
2017,2004,3,Residential Apartment,144.9722,-37.7934,-37.7934319,144.972241
2017,2000,3,House/Townhouse,144.9225,-37.7949,-37.79488642,144.9225481
2017,1920,2,Retail - Shop,144.9548,-37.8151,-37.81507467,144.9548248
2017,,1,House/Townhouse,144.9521,-37.8044,-37.80437954,144.9520615
2017,,1,House/Townhouse,144.9249,-37.7941,-37.79409816,144.9248994
2017,2009,4,Residential Apartment,144.9543,-37.8054,-37.80537861,144.9543393
2017,,2,House/Townhouse,144.968,-37.7964,-37.79641791,144.9679901
2017,2009,2,Storage,144.9209,-37.8261,-37.82605979,144.920882
2017,,1,House/Townhouse,144.9475,-37.8026,-37.80256297,144.9474674
2017,,5,Residential Apartment,144.9856,-37.81,-37.81004733,144.9856247
2017,1991,2,House/Townhouse,144.9257,-37.7894,-37.78938601,144.9257418
2017,2013,2,House/Townhouse,144.9308,-37.7917,-37.79169593,144.9307838
2017,1865,2,Entertainment/Recreation - Indoor,144.9699,-37.7992,-37.79918348,144.9698806
2017,,2,House/Townhouse,144.9889,-37.8188,-37.81877224,144.9889261
2017,,1,House/Townhouse,144.9241,-37.7922,-37.79221817,144.9240988
2017,,2,House/Townhouse,144.9696,-37.7992,-37.79915627,144.9696272
2017,,10,Office,144.9792,-37.8091,-37.80911088,144.9792021
2017,1960,2,Residential Apartment,144.9658,-37.7964,-37.79641646,144.9658223
2017,,1,House/Townhouse,144.9565,-37.7959,-37.7959249,144.9564909
2017,1870,2,Retail - Shop,144.9671,-37.8027,-37.80265777,144.967085
2017,2000,1,House/Townhouse,144.9186,-37.7963,-37.79627192,144.9186073
2017,,1,House/Townhouse,144.9491,-37.8065,-37.80646993,144.9490856
2017,,2,House/Townhouse,144.9464,-37.8081,-37.80806377,144.9463826
2017,,1,House/Townhouse,144.927,-37.7994,-37.79942961,144.9269865
2017,1990,3,House/Townhouse,144.9552,-37.807,-37.80696754,144.9552348
2017,1956,11,Office,144.9631,-37.8185,-37.81845174,144.963076
2017,,2,House/Townhouse,144.9732,-37.8007,-37.80071717,144.9732197
2017,,2,House/Townhouse,144.918,-37.7939,-37.79394674,144.9179981
2017,1970,2,Office,144.9684,-37.7992,-37.7992345,144.9683947
2017,,2,House/Townhouse,144.9183,-37.7947,-37.79470996,144.9182508
2017,,2,House/Townhouse,144.9575,-37.788,-37.78804443,144.9574536
2017,,1,House/Townhouse,144.9296,-37.7958,-37.79575822,144.9296225
2017,1969,16,Office,144.9627,-37.816,-37.81601818,144.9626888
2017,,2,House/Townhouse,144.9752,-37.794,-37.79401105,144.9751669
2017,2011,2,Storage,144.9092,-37.8259,-37.82585531,144.909235
2017,,1,House/Townhouse,144.973,-37.8007,-37.80070112,144.973012
2017,,2,House/Townhouse,144.9297,-37.7975,-37.79746945,144.9296894
2017,,4,Residential Apartment,144.9776,-37.8369,-37.83688234,144.9775634
2017,1901,3,Entertainment/Recreation - Indoor,144.9684,-37.813,-37.81298764,144.968417
2017,,3,House/Townhouse,144.9512,-37.8015,-37.80151731,144.9511622
2017,,1,House/Townhouse,144.9457,-37.806,-37.80598298,144.9457287
2017,,1,House/Townhouse,144.951,-37.7972,-37.79715815,144.9509803
2017,,2,House/Townhouse,144.9214,-37.7909,-37.79088447,144.9213541
2017,1901,1,House/Townhouse,144.972,-37.802,-37.80201226,144.9719528
2017,,1,House/Townhouse,144.9515,-37.8065,-37.80648134,144.9514946
2017,2003,2,House/Townhouse,144.9651,-37.8042,-37.80419524,144.9650734
2017,,1,House/Townhouse,144.9426,-37.7948,-37.79484466,144.9426386
